,WorldPosition_X,WorldPosition_Z
881,-42.11821747,-69.01978302
882,-41.90345001,-68.76216125
883,-41.69439316,-68.4986496
884,-41.49130249,-68.22975922
885,-41.31845474,-67.99017334
886,-41.12649536,-67.71163177
887,-40.94047928,-67.42821503
888,-40.76007843,-67.14031219
889,-40.56332397,-66.81156158
890,-40.39349365,-66.51543427
891,-40.22819138,-66.21587372
892,-40.08715439,-65.95105743
893,-39.91067505,-65.60700226
894,-39.75826645,-65.29788208
895,-39.60985565,-64.98583984
896,-39.46527863,-64.6710434
897,-39.32437134,-64.35363007
898,-39.1868782,-64.03374481
899,-39.05247116,-63.71154022
900,-38.92077255,-63.3871994
901,-38.79127884,-63.06093216
902,-38.66345596,-62.73298264
903,-38.55262756,-62.44477844
904,-38.42683029,-62.11410141
905,-38.30173874,-61.78210449
906,-38.17705536,-61.4488945
